municipality_code,year,measure_type,live_births,municipality_name
270450,2005,occurrence,379,Maragogi
130014,2005,occurrence,270,Apuí
230220,2005,occurrence,572,Beberibe
230190,2005,occurrence,1949,Barbalha
230440,2005,occurrence,43800,Fortaleza
211130,2005,occurrence,21562,São Luís
210530,2005,occurrence,7731,Imperatriz
313130,2005,occurrence,4952,Ipatinga
315130,2005,occurrence,48,Piraúba
315120,2005,occurrence,1185,Pirapora
310160,2005,occurrence,1674,Alfenas
313170,2005,occurrence,1863,Itabira
500320,2005,occurrence,2345,Corumbá
150770,2005,occurrence,275,São Sebastião da Boa Vista
150420,2005,occurrence,5298,Marabá
150442,2005,occurrence,1630,Marituba
250750,2005,occurrence,19271,João Pessoa
250400,2005,occurrence,12559,Campina Grande
261390,2005,occurrence,2431,Serra Talhada
260140,2005,occurrence,1360,Barreiros
261000,2005,occurrence,4373,Palmares
261190,2005,occurrence,342,Rio Formoso
261340,2005,occurrence,7,São José da Coroa Grande
261650,2005,occurrence,21,Xexéu
260470,2005,occurrence,197,Correntes
260600,2005,occurrence,4933,Garanhuns
260750,2005,occurrence,356,Itaíba
261160,2005,occurrence,39053,Recife
260450,2005,occurrence,211,Chã Grande
260790,2005,occurrence,6437,Jaboatão dos Guararapes
260410,2005,occurrence,8535,Caruaru
260120,2005,occurrence,3118,Arcoverde
260700,2005,occurrence,291,Inajá
260805,2005,occurrence,176,Jatobá
260915,2005,occurrence,314,Manari
221100,2005,occurrence,19658,Teresina
412710,2005,occurrence,1815,Telêmaco Borba
410430,2005,occurrence,1878,Campo Mourão
330555,2005,occurrence,1087,Seropédica
330455,2005,occurrence,90746,Rio de Janeiro
330360,2005,occurrence,3174,Paracambi
240800,2005,occurrence,5715,Mossoró
240020,2005,occurrence,1373,Açu
240060,2005,occurrence,214,Almino Afonso
280560,2005,occurrence,154,Porto da Folha
280210,2005,occurrence,3498,Estância
280570,2005,occurrence,514,Propriá
280450,2005,occurrence,1969,Nossa Senhora da Glória
280030,2005,occurrence,18471,Aracaju
280130,2005,occurrence,2242,Capela
280290,2005,occurrence,4389,Itabaiana
170255,2005,occurrence,2039,Augustinópolis
521720,2005,occurrence,136,Piranhas
292400,2005,occurrence,3759,Paulo Afonso
292740,2005,occurrence,40834,Salvador
290100,2005,occurrence,552,Amargosa
292860,2005,occurrence,1211,Santo Amaro
293010,2005,occurrence,1849,Senhor do Bonfim
270450,2010,residence,528,Maragogi
270255,2010,residence,258,Estrela de Alagoas
270730,2010,residence,507,Porto Calvo
270430,2010,residence,15201,Maceió
270135,2010,residence,125,Campestre
270810,2010,residence,179,Santana do Mundaú
270830,2010,residence,388,São José da Laje
270160,2010,residence,352,Canapi
270390,2010,residence,48,Jundiá
270210,2010,residence,318,Colônia Leopoldina
270560,2010,residence,193,Novo Lino
270350,2010,residence,102,Jacuípe
270410,2010,residence,331,Lagoa da Canoa
270030,2010,residence,3800,Arapiraca
270360,2010,residence,168,Japaratinga
270440,2010,residence,296,Major Isidoro
270240,2010,residence,893,Delmiro Gouveia
270800,2010,residence,886,Santana do Ipanema
270230,2010,residence,891,Coruripe
270010,2010,residence,400,Água Branca
270642,2010,residence,192,Pariconha
270020,2010,residence,282,Anadia
270140,2010,residence,596,Campo Alegre
270630,2010,residence,1324,Palmeira dos Índios
270480,2010,residence,211,Maribondo
270235,2010,residence,433,Craíbas
270880,2010,residence,638,São Sebastião
270670,2010,residence,1044,Penedo
270290,2010,residence,566,Girau do Ponciano
270840,2010,residence,647,São José da Tapera
270120,2010,residence,199,Cacimbinhas
270420,2010,residence,330,Limoeiro de Anadia
270180,2010,residence,188,Carneiros
270400,2010,residence,381,Junqueiro
270570,2010,residence,422,Olho d'Água das Flores
270070,2010,residence,321,Batalha
270910,2010,residence,345,Taquarana
270260,2010,residence,406,Feira Grande
270895,2010,residence,249,Senador Rui Palmeira
270150,2010,residence,198,Campo Grande
270320,2010,residence,458,Igreja Nova
270915,2010,residence,740,Teotônio Vilela
270900,2010,residence,106,Tanque d'Arca
270370,2010,residence,119,Jaramataia
270310,2010,residence,424,Igaci
270460,2010,residence,172,Maravilha
270920,2010,residence,427,Traipu
270080,2010,residence,76,Belém
270600,2010,residence,185,Olivença
270640,2010,residence,468,Pão de Açúcar
270200,2010,residence,165,Coité do Nóia
270820,2010,residence,89,São Brás
270610,2010,residence,217,Ouro Branco
270590,2010,residence,63,Olho d'Água Grande
270340,2010,residence,111,Jacaré dos Homens
270750,2010,residence,302,Porto Real do Colégio
270540,2010,residence,130,Monteirópolis
270720,2010,residence,272,Poço das Trincheiras
270250,2010,residence,160,Dois Riachos
270530,2010,residence,93,Minador do Negrão
270620,2010,residence,87,Palestina
270090,2010,residence,94,Belo Monte
270680,2010,residence,289,Piaçabuçu
270040,2010,residence,789,Atalaia
270470,2010,residence,838,Marechal Deodoro
270860,2010,residence,905,São Miguel dos Campos
270660,2010,residence,122,Paulo Jacinto
270710,2010,residence,501,Piranhas
270690,2010,residence,606,Pilar
270760,2010,residence,185,Quebrangulo
270500,2010,residence,415,Mata Grande
270190,2010,residence,117,Chã Preta
270050,2010,residence,277,Barra de Santo Antônio
270100,2010,residence,466,Boca da Mata
270130,2010,residence,393,Cajueiro
270170,2010,residence,304,Capela
270375,2010,residence,179,Jequiá da Praia
270270,2010,residence,108,Feliz Deserto
270330,2010,residence,384,Inhapi
270580,2010,residence,181,Olho d'Água do Casado
270280,2010,residence,237,Flexeiras
270380,2010,residence,475,Joaquim Gomes
270300,2010,residence,301,Ibateguara
270550,2010,residence,484,Murici
270770,2010,residence,1073,Rio Largo
270890,2010,residence,166,Satuba
270060,2010,residence,141,Barra de São Miguel
270940,2010,residence,455,Viçosa
270650,2010,residence,285,Passo de Camaragibe
270870,2010,residence,136,São Miguel dos Milagres
270930,2010,residence,1205,União dos Palmares
270520,2010,residence,311,Messias
270850,2010,residence,693,São Luís do Quitunde
270510,2010,residence,426,Matriz de Camaragibe
270644,2010,residence,182,Paripueira
270220,2010,residence,92,Coqueiro Seco
270490,2010,residence,51,Mar Vermelho
270740,2010,residence,128,Porto de Pedras
270110,2010,residence,200,Branquinha
270790,2010,residence,91,Santa Luzia do Norte
270780,2010,residence,141,Roteiro
270700,2010,residence,38,Pindoba
260140,2010,occurrence,758,Barreiros
260290,2010,occurrence,1713,Cabo de Santo Agostinho
260410,2010,occurrence,7784,Caruaru
260470,2010,occurrence,113,Correntes
260600,2010,occurrence,5342,Garanhuns
260750,2010,occurrence,249,Itaíba
260790,2010,occurrence,4833,Jaboatão dos Guararapes
260940,2010,occurrence,2613,Moreno
261000,2010,occurrence,3379,Palmares
261160,2010,occurrence,37356,Recife
261260,2010,occurrence,594,Santa Maria da Boa Vista
261640,2010,occurrence,10607,Vitória de Santo Antão
270010,2010,occurrence,106,Água Branca
270020,2010,occurrence,50,Anadia
270030,2010,occurrence,9384,Arapiraca
270040,2010,occurrence,272,Atalaia
270050,2010,occurrence,21,Barra de Santo Antônio
270070,2010,occurrence,537,Batalha
270100,2010,occurrence,149,Boca da Mata
270120,2010,occurrence,40,Cacimbinhas
270130,2010,occurrence,160,Cajueiro
270135,2010,occurrence,24,Campestre
270140,2010,occurrence,23,Campo Alegre
270150,2010,occurrence,2,Campo Grande
270160,2010,occurrence,103,Canapi
270170,2010,occurrence,105,Capela
270190,2010,occurrence,5,Chã Preta
270200,2010,occurrence,1,Coité do Nóia
270210,2010,occurrence,101,Colônia Leopoldina
270230,2010,occurrence,820,Coruripe
270235,2010,occurrence,132,Craíbas
270240,2010,occurrence,970,Delmiro Gouveia
270250,2010,occurrence,3,Dois Riachos
270260,2010,occurrence,3,Feira Grande
270280,2010,occurrence,32,Flexeiras
270290,2010,occurrence,114,Girau do Ponciano
270300,2010,occurrence,6,Ibateguara
270310,2010,occurrence,68,Igaci
270320,2010,occurrence,3,Igreja Nova
270330,2010,occurrence,156,Inhapi
270340,2010,occurrence,2,Jacaré dos Homens
270380,2010,occurrence,42,Joaquim Gomes
270390,2010,occurrence,2,Jundiá
270400,2010,occurrence,120,Junqueiro
270420,2010,occurrence,78,Limoeiro de Anadia
270430,2010,occurrence,25078,Maceió
270440,2010,occurrence,129,Major Isidoro
270450,2010,occurrence,275,Maragogi
270460,2010,occurrence,20,Maravilha
270800,2010,occurrence,1463,Santana do Ipanema
270470,2010,occurrence,126,Marechal Deodoro
270500,2010,occurrence,156,Mata Grande
270510,2010,occurrence,93,Matriz de Camaragibe
270530,2010,occurrence,32,Minador do Negrão
270550,2010,occurrence,261,Murici
270560,2010,occurrence,56,Novo Lino
270570,2010,occurrence,194,Olho d'Água das Flores
270580,2010,occurrence,43,Olho d'Água do Casado
270590,2010,occurrence,3,Olho d'Água Grande
270600,2010,occurrence,3,Olivença
270610,2010,occurrence,4,Ouro Branco
270620,2010,occurrence,3,Palestina
270630,2010,occurrence,2777,Palmeira dos Índios
270640,2010,occurrence,547,Pão de Açúcar
270642,2010,occurrence,6,Pariconha
270650,2010,occurrence,53,Passo de Camaragibe
270660,2010,occurrence,50,Paulo Jacinto
270670,2010,occurrence,1869,Penedo
270680,2010,occurrence,38,Piaçabuçu
270690,2010,occurrence,152,Pilar
270700,2010,occurrence,2,Pindoba
270710,2010,occurrence,429,Piranhas
270720,2010,occurrence,12,Poço das Trincheiras
270730,2010,occurrence,319,Porto Calvo
270740,2010,occurrence,3,Porto de Pedras
270750,2010,occurrence,2,Porto Real do Colégio
270760,2010,occurrence,41,Quebrangulo
270770,2010,occurrence,13,Rio Largo
270780,2010,occurrence,5,Roteiro
270810,2010,occurrence,2,Santana do Mundaú
270820,2010,occurrence,21,São Brás
270830,2010,occurrence,153,São José da Laje
270840,2010,occurrence,270,São José da Tapera
270850,2010,occurrence,215,São Luís do Quitunde
270860,2010,occurrence,1634,São Miguel dos Campos
270870,2010,occurrence,2,São Miguel dos Milagres
270880,2010,occurrence,71,São Sebastião
270895,2010,occurrence,32,Senador Rui Palmeira
270900,2010,occurrence,1,Tanque d'Arca
270910,2010,occurrence,62,Taquarana
270915,2010,occurrence,354,Teotônio Vilela
270920,2010,occurrence,84,Traipu
270930,2010,occurrence,1734,União dos Palmares
270940,2010,occurrence,276,Viçosa
280030,2010,occurrence,19560,Aracaju
280120,2010,occurrence,233,Canindé de São Francisco
280130,2010,occurrence,2050,Capela
280290,2010,occurrence,4234,Itabaiana
280450,2010,occurrence,1546,Nossa Senhora da Glória
280570,2010,occurrence,35,Propriá
290320,2010,occurrence,4867,Barreiras
292400,2010,occurrence,3721,Paulo Afonso
293330,2010,occurrence,7708,Vitória da Conquista
230190,2010,occurrence,2430,Barbalha
260120,2010,occurrence,2329,Arcoverde
260160,2010,occurrence,317,Belém de São Francisco
261390,2010,occurrence,2334,Serra Talhada
261420,2010,occurrence,539,Sirinhaém
261450,2010,occurrence,982,Surubim
270180,2010,occurrence,1,Carneiros
270255,2010,occurrence,1,Estrela de Alagoas
270370,2010,occurrence,1,Jaramataia
270410,2010,occurrence,5,Lagoa da Canoa
270480,2010,occurrence,1,Maribondo
270540,2010,occurrence,1,Monteirópolis
292740,2010,occurrence,43346,Salvador
293135,2010,occurrence,3284,Teixeira de Freitas
320320,2010,occurrence,3135,Linhares
510025,2010,occurrence,1033,Alta Floresta
270250,2015,residence,127,Dois Riachos
270400,2015,residence,371,Junqueiro
270915,2015,residence,659,Teotônio Vilela
270880,2015,residence,543,São Sebastião
270630,2015,residence,1270,Palmeira dos Índios
270460,2015,residence,163,Maravilha
270190,2015,residence,112,Chã Preta
270135,2015,residence,70,Campestre
270270,2015,residence,69,Feliz Deserto
270642,2015,residence,190,Pariconha
270120,2015,residence,157,Cacimbinhas
270240,2015,residence,936,Delmiro Gouveia
270010,2015,residence,335,Água Branca
270330,2015,residence,302,Inhapi
270680,2015,residence,305,Piaçabuçu
270020,2015,residence,227,Anadia
270650,2015,residence,230,Passo de Camaragibe
270420,2015,residence,361,Limoeiro de Anadia
270140,2015,residence,484,Campo Alegre
270100,2015,residence,409,Boca da Mata
270580,2015,residence,143,Olho d'Água do Casado
270710,2015,residence,430,Piranhas
270800,2015,residence,840,Santana do Ipanema
270500,2015,residence,341,Mata Grande
270430,2015,residence,15558,Maceió
270550,2015,residence,523,Murici
270870,2015,residence,122,São Miguel dos Milagres
270050,2015,residence,297,Barra de Santo Antônio
270810,2015,residence,193,Santana do Mundaú
270310,2015,residence,345,Igaci
270410,2015,residence,354,Lagoa da Canoa
270290,2015,residence,579,Girau do Ponciano
270570,2015,residence,297,Olho d'Água das Flores
270895,2015,residence,233,Senador Rui Palmeira
270540,2015,residence,130,Monteirópolis
270180,2015,residence,183,Carneiros
270160,2015,residence,305,Canapi
270470,2015,residence,854,Marechal Deodoro
270760,2015,residence,204,Quebrangulo
270660,2015,residence,110,Paulo Jacinto
270030,2015,residence,4204,Arapiraca
270440,2015,residence,272,Major Isidoro
270070,2015,residence,271,Batalha
270480,2015,residence,212,Maribondo
270200,2015,residence,153,Coité do Nóia
270260,2015,residence,380,Feira Grande
270910,2015,residence,315,Taquarana
270644,2015,residence,201,Paripueira
270860,2015,residence,937,São Miguel dos Campos
270850,2015,residence,595,São Luís do Quitunde
270690,2015,residence,606,Pilar
270920,2015,residence,326,Traipu
270590,2015,residence,100,Olho d'Água Grande
270040,2015,residence,729,Atalaia
270230,2015,residence,872,Coruripe
270730,2015,residence,424,Porto Calvo
270300,2015,residence,262,Ibateguara
270450,2015,residence,508,Maragogi
270320,2015,residence,396,Igreja Nova
270770,2015,residence,1021,Rio Largo
270890,2015,residence,195,Satuba
270375,2015,residence,155,Jequiá da Praia
270670,2015,residence,979,Penedo
270740,2015,residence,115,Porto de Pedras
270520,2015,residence,285,Messias
270360,2015,residence,125,Japaratinga
270640,2015,residence,401,Pão de Açúcar
270220,2015,residence,77,Coqueiro Seco
270510,2015,residence,473,Matriz de Camaragibe
270090,2015,residence,112,Belo Monte
270830,2015,residence,370,São José da Laje
270600,2015,residence,201,Olivença
270280,2015,residence,202,Flexeiras
270170,2015,residence,268,Capela
270930,2015,residence,1122,União dos Palmares
270080,2015,residence,71,Belém
270210,2015,residence,253,Colônia Leopoldina
270150,2015,residence,152,Campo Grande
270750,2015,residence,328,Porto Real do Colégio
270900,2015,residence,75,Tanque d'Arca
270840,2015,residence,599,São José da Tapera
270620,2015,residence,75,Palestina
270940,2015,residence,389,Viçosa
270130,2015,residence,317,Cajueiro
270700,2015,residence,31,Pindoba
270235,2015,residence,434,Craíbas
270110,2015,residence,205,Branquinha
270390,2015,residence,47,Jundiá
270380,2015,residence,392,Joaquim Gomes
270610,2015,residence,155,Ouro Branco
270350,2015,residence,51,Jacuípe
270560,2015,residence,134,Novo Lino
270820,2015,residence,104,São Brás
270255,2015,residence,222,Estrela de Alagoas
270790,2015,residence,127,Santa Luzia do Norte
270060,2015,residence,166,Barra de São Miguel
270490,2015,residence,32,Mar Vermelho
270530,2015,residence,78,Minador do Negrão
270720,2015,residence,249,Poço das Trincheiras
270340,2015,residence,108,Jacaré dos Homens
270370,2015,residence,94,Jaramataia
270780,2015,residence,144,Roteiro
270250,2015,occurrence,1,Dois Riachos
270400,2015,occurrence,84,Junqueiro
270460,2015,occurrence,2,Maravilha
270190,2015,occurrence,1,Chã Preta
270135,2015,occurrence,2,Campestre
270680,2015,occurrence,4,Piaçabuçu
270642,2015,occurrence,1,Pariconha
270120,2015,occurrence,2,Cacimbinhas
292400,2015,occurrence,3122,Paulo Afonso
270020,2015,occurrence,9,Anadia
270650,2015,occurrence,5,Passo de Camaragibe
270420,2015,occurrence,2,Limoeiro de Anadia
270140,2015,occurrence,140,Campo Alegre
351570,2015,occurrence,2909,Ferraz de Vasconcelos
270550,2015,occurrence,183,Murici
270050,2015,occurrence,3,Barra de Santo Antônio
270810,2015,occurrence,1,Santana do Mundaú
270310,2015,occurrence,1,Igaci
270410,2015,occurrence,22,Lagoa da Canoa
270290,2015,occurrence,52,Girau do Ponciano
270570,2015,occurrence,23,Olho d'Água das Flores
270160,2015,occurrence,25,Canapi
270895,2015,occurrence,8,Senador Rui Palmeira
270470,2015,occurrence,11,Marechal Deodoro
270180,2015,occurrence,1,Carneiros
270760,2015,occurrence,35,Quebrangulo
270030,2015,occurrence,8650,Arapiraca
270430,2015,occurrence,23730,Maceió
270500,2015,occurrence,35,Mata Grande
270440,2015,occurrence,52,Major Isidoro
270040,2015,occurrence,289,Atalaia
270830,2015,occurrence,109,São José da Laje
270010,2015,occurrence,67,Água Branca
270920,2015,occurrence,55,Traipu
270840,2015,occurrence,156,São José da Tapera
270710,2015,occurrence,128,Piranhas
